road_id,road_type,road_length_km,road_condition,road_width_m,traffic_level,elevation_m,slope_degree,rainfall_mm,temperature_c,previous_disruptions,previous_accidents,flood,landslide,bridge_damage,road_accessible,risk_score,risk_category
R08765,State Highway,17.74,0,10.57,2,956.6,27.84,76.98,17.74,4,2,0,0,0,1,0.130709512765296,Safe
R08766,Village Road,15.86,0,9.12,1,1799.9,43.23,75.6,17.6,4,0,0,0,1,1,0.28633721369485504,Moderate
R08767,Village Road,12.7,0,7.06,1,1802.5,34.58,58.83,18.61,2,0,0,0,0,1,0.1985346739553928,Safe
R08768,Highway,7.09,0,10.43,2,804.7,15.74,49.96,24.14,1,3,0,0,0,1,0.09006979519171872,Safe
R08769,State Highway,14.16,1,9.45,2,795.3,44.0,56.69,31.5,2,2,0,0,0,1,0.19583662894808154,Safe
R08770,State Highway,16.95,0,11.22,3,835.6,13.58,164.37,21.93,2,2,0,0,0,1,0.1515717120505477,Safe
R08771,State Highway,12.1,3,3.69,0,2235.6,25.96,60.57,13.71,1,2,0,0,0,1,0.2256308127650244,Safe
R08772,State Highway,15.8,0,7.58,1,2278.3,31.53,22.31,13.96,3,1,1,0,0,1,0.3041718406299952,Moderate
R08773,District Road,15.11,0,9.36,0,86.3,12.2,119.86,11.43,4,1,0,0,0,1,0.06970655792964316,Safe
R08774,District Road,11.65,0,4.87,2,846.3,43.04,119.93,28.51,1,1,1,1,1,1,0.6630084080565338,High
R08775,Village Road,6.59,0,5.94,1,1010.5,9.72,116.91,19.98,3,0,1,0,0,1,0.2909317069392918,Moderate
R08776,Highway,15.04,2,6.77,2,2456.8,19.88,26.17,32.95,3,2,0,0,0,1,0.2393249096513836,Safe
R08777,Village Road,4.53,1,10.15,3,2363.2,8.09,70.93,17.75,2,6,0,0,0,1,0.18843408230350234,Safe
R08778,State Highway,15.7,0,7.44,1,1589.4,39.37,98.13,29.96,4,0,1,1,1,1,0.6471897023878819,High
R08779,Village Road,16.19,2,7.44,0,162.2,9.97,14.12,22.38,2,2,0,0,0,1,0.08704496565463948,Safe
R08780,State Highway,16.53,2,6.88,1,518.5,1.56,97.92,31.22,0,1,0,0,0,1,0.157746004491514,Safe
R08781,Highway,9.72,2,5.06,0,1113.8,1.75,24.52,24.03,2,2,0,0,0,1,0.04474506472013358,Safe
R08782,Village Road,4.25,2,11.31,2,2399.6,18.62,7.97,14.81,2,2,0,0,0,1,0.2976233046357978,Moderate
R08783,State Highway,2.44,1,5.86,0,282.0,23.52,81.14,30.03,4,2,0,0,0,1,0.1596667834525947,Safe
R08784,District Road,15.0,1,8.11,1,1988.8,1.87,59.18,10.14,4,3,0,0,0,1,0.1559513816536493,Safe
R08785,District Road,17.78,1,4.34,0,518.4,4.18,61.24,22.61,2,0,0,0,0,1,0.020165715950539967,Safe
R08786,District Road,13.19,0,6.91,0,1294.2,4.39,128.96,14.9,1,3,0,0,0,1,0.1292346491767669,Safe
R08787,District Road,3.31,1,11.13,0,1929.1,30.08,85.71,18.45,1,1,0,0,0,1,0.17692399937278935,Safe
R08788,District Road,18.73,2,11.96,1,1746.6,13.49,95.66,20.23,1,2,1,0,1,0,0.45115924758450754,Moderate
R08789,Highway,19.79,1,6.26,0,1950.6,25.32,36.51,24.0,2,1,0,0,0,1,0.12489535582567543,Safe
R08790,District Road,8.95,3,4.39,1,2043.3,3.32,49.5,18.86,2,3,0,0,0,1,0.16340220286525126,Safe
R08791,Village Road,12.1,1,5.83,2,799.1,40.15,25.21,26.12,2,1,1,0,0,1,0.3981810435537594,Moderate
R08792,Highway,15.66,1,5.95,3,941.9,13.7,48.31,14.69,6,0,0,0,1,1,0.25132953384011003,Moderate
R08793,Highway,14.86,1,8.8,2,2048.6,35.02,161.57,29.75,2,1,1,0,0,1,0.4784895446166425,Moderate
R08794,District Road,19.37,1,7.47,1,144.7,37.2,74.03,25.05,2,1,0,1,0,1,0.36093062799782916,Moderate
R08795,District Road,2.74,1,9.92,2,1310.4,44.46,84.8,18.79,1,2,0,0,0,1,0.2621011608956929,Moderate
R08796,District Road,11.82,0,9.31,1,2305.0,33.35,239.19,23.3,2,2,1,0,0,1,0.3913034989287495,Moderate
R08797,Highway,13.99,0,5.26,1,2218.3,19.93,45.25,20.1,2,3,0,0,0,1,0.11753088413598367,Safe
R08798,District Road,17.86,3,10.06,1,2020.5,6.87,73.09,31.87,0,2,0,0,0,1,0.1468406325932421,Safe
R08799,Highway,17.55,0,10.63,1,102.8,2.15,30.05,23.66,0,1,0,0,0,1,0.08567997417192592,Safe
R08800,District Road,19.57,1,8.39,2,2224.8,39.88,73.24,29.72,1,0,0,0,0,1,0.1877210118653267,Safe
R08801,Village Road,10.49,1,11.35,0,2283.6,20.1,165.49,29.87,3,2,1,0,1,1,0.5280136360006928,High
R08802,State Highway,16.7,1,10.05,1,1676.0,33.75,148.38,28.35,0,2,0,0,0,1,0.24811568697425465,Safe
R08803,District Road,8.83,2,8.36,1,782.3,22.33,151.88,28.77,2,1,1,0,0,1,0.4341136130707555,Moderate
R08804,Village Road,8.74,2,11.16,2,1250.3,39.58,94.17,15.61,0,3,0,0,0,1,0.16010863644960907,Safe
R08805,District Road,5.44,3,8.4,0,1918.4,33.73,62.14,31.78,2,2,1,1,0,0,0.6430882366859764,High
R08806,Village Road,16.46,1,7.69,1,2041.9,3.85,71.68,27.7,2,3,0,0,0,1,0.08668758341230193,Safe
R08807,District Road,19.72,1,6.21,2,891.2,33.85,104.82,11.35,1,0,1,0,0,1,0.3823720634150368,Moderate
R08808,Village Road,5.5,2,10.95,0,848.9,12.01,74.71,26.19,3,4,0,0,0,1,0.14237265335820737,Safe
R08809,Highway,1.59,3,4.1,3,1853.6,34.79,122.52,22.05,2,1,0,0,0,1,0.3404461737976851,Moderate
R08810,Highway,16.4,3,7.26,2,1731.6,42.68,75.91,13.56,3,3,1,0,0,0,0.4931619168557628,Moderate
R08811,State Highway,12.59,2,7.84,1,1307.3,41.86,128.85,21.83,5,2,1,1,0,0,0.6890118643333162,High
R08812,District Road,19.21,0,7.99,2,1079.6,5.63,190.33,33.06,3,1,1,1,0,1,0.6230365102658398,High
R08813,Village Road,5.42,0,8.87,3,1660.0,2.46,29.57,31.9,0,3,1,0,0,1,0.28924156112225585,Moderate
R08814,State Highway,1.89,2,7.55,1,129.5,34.96,33.99,12.16,1,3,0,0,0,1,0.2551282856449568,Moderate
R08815,District Road,10.1,2,5.31,0,235.4,31.95,78.18,21.01,2,2,0,0,0,1,0.23849011982878324,Safe
R08816,District Road,2.17,2,10.71,2,1454.1,7.93,108.78,22.74,1,1,1,0,0,1,0.33429234089303284,Moderate
R08817,District Road,5.6,0,8.92,0,565.2,30.81,122.76,27.28,0,1,1,1,0,1,0.5024694470010692,High
R08818,State Highway,2.96,1,10.72,0,1948.2,0.7,183.63,29.16,2,1,0,1,0,1,0.34078776798575305,Moderate
R08819,District Road,4.87,0,5.48,2,1942.3,28.4,46.26,30.71,0,0,0,0,1,1,0.2678281933621049,Moderate
R08820,State Highway,2.57,1,8.73,0,1789.4,37.45,110.06,24.91,1,1,0,1,0,1,0.40855820242668595,Moderate
R08821,Highway,19.1,1,9.43,2,2263.8,28.88,120.25,32.06,2,2,0,0,0,1,0.2612201852597875,Moderate
R08822,Village Road,5.93,3,6.45,1,395.0,2.94,92.71,23.91,0,4,0,0,0,1,0.16243652068268685,Safe
R08823,Highway,9.16,0,10.31,2,685.1,44.59,105.7,10.58,3,2,0,0,0,1,0.19357809741929433,Safe
R08824,Highway,18.02,1,3.02,0,668.1,16.02,83.64,21.47,1,0,0,0,0,1,0.06324471232056433,Safe
R08825,Village Road,13.71,1,8.35,1,1966.9,17.12,37.67,14.03,2,3,0,0,0,1,0.13999418164881233,Safe
R08826,State Highway,12.55,1,8.52,1,1327.3,3.81,37.78,24.35,1,0,0,0,0,1,0.13988389649550964,Safe
R08827,District Road,14.26,1,7.8,0,669.1,7.52,146.27,27.02,3,4,1,1,0,1,0.560689619997924,High
R08828,State Highway,16.66,3,8.67,1,384.2,12.2,60.44,27.03,2,0,0,0,0,1,0.16260489940462958,Safe
R08829,State Highway,17.61,0,4.51,1,2237.9,35.96,239.41,22.26,6,3,0,1,0,1,0.5255941801580969,High
R08830,State Highway,13.03,0,9.16,3,1745.7,31.13,147.46,27.92,1,4,1,0,0,1,0.4721139183169101,Moderate
R08831,State Highway,17.86,2,6.02,1,1344.9,26.26,196.5,12.86,1,1,1,0,0,1,0.5063254157722623,High
R08832,District Road,10.94,1,7.07,1,2415.4,38.88,129.3,33.69,3,1,0,0,0,1,0.1777906785110272,Safe
R08833,District Road,5.91,0,6.0,1,2131.5,44.9,133.15,31.08,1,2,1,0,0,1,0.420280335687142,Moderate
R08834,District Road,17.66,1,7.27,3,486.4,17.31,41.96,31.38,2,2,0,0,0,1,0.18019004844916,Safe
R08835,Village Road,11.06,1,8.59,2,1294.9,17.61,18.74,10.83,0,0,0,0,0,1,0.07254025452037083,Safe
R08836,Highway,18.17,0,10.55,2,1240.9,33.12,93.62,15.73,5,0,0,1,0,1,0.36343292374191666,Moderate
R08837,District Road,1.28,0,7.35,1,2118.5,29.0,85.32,12.48,2,1,1,0,1,1,0.4719150349007221,Moderate
R08838,District Road,8.25,2,5.91,1,415.3,0.6,50.74,31.63,4,0,0,0,0,1,0.1526090803865047,Safe
R08839,Village Road,18.98,1,7.39,0,1156.9,29.49,42.4,28.75,1,1,0,0,0,1,0.1189989251729746,Safe
R08840,Highway,5.37,0,9.2,2,1609.5,32.38,65.44,12.4,0,1,0,0,0,1,0.08895352241577636,Safe
R08841,District Road,18.86,0,6.12,1,2365.9,44.37,30.74,20.05,3,2,0,0,0,1,0.11948911978992237,Safe
R08842,Village Road,19.1,1,6.73,2,2253.2,26.4,61.43,22.8,1,0,0,0,0,1,0.10191006854847136,Safe
R08843,State Highway,17.7,0,8.07,0,1357.9,30.8,252.35,27.88,2,3,0,0,0,1,0.25845887031296344,Moderate
R08844,Village Road,11.49,2,5.65,1,1536.5,35.49,89.02,17.34,2,1,0,0,0,1,0.2583566163522487,Moderate
R08845,Highway,13.12,1,4.88,1,2138.4,4.32,137.5,17.26,0,1,1,0,0,1,0.35590611611460676,Moderate
R08846,District Road,17.46,1,4.26,0,1873.8,33.06,165.04,23.29,2,1,1,1,0,1,0.6286766214728287,High
R08847,Village Road,15.63,3,6.17,0,2204.4,24.61,38.03,23.14,2,2,0,0,1,0,0.25743957564239756,Moderate
R08848,District Road,12.79,1,3.44,1,2245.0,4.5,184.99,12.8,4,1,0,1,0,1,0.35952422554098745,Moderate
R08849,District Road,19.65,0,8.25,1,2089.8,30.14,32.55,27.82,2,1,0,0,0,1,0.12455989220272082,Safe
R08850,Highway,13.87,1,4.58,2,73.0,10.55,82.87,14.46,4,0,1,0,0,1,0.40246716692086126,Moderate
R08851,Village Road,19.52,1,6.4,1,811.8,24.21,19.1,31.25,2,1,0,1,0,1,0.3557215580226649,Moderate
R08852,District Road,1.62,0,5.42,1,1038.6,12.64,32.04,29.33,4,1,0,0,0,1,0.05210979721905264,Safe
R08853,Highway,3.21,0,8.67,1,1710.9,4.7,82.38,34.52,1,3,1,1,0,1,0.5122994651088929,High
R08854,District Road,9.3,1,10.65,1,801.8,11.29,87.84,14.28,4,1,0,0,1,1,0.29199667304402066,Moderate
R08855,District Road,8.01,0,8.7,0,842.7,19.75,97.96,33.61,0,1,0,0,0,1,0.183941809692728,Safe
R08856,Highway,15.76,2,7.88,1,1030.5,22.24,47.02,28.32,2,1,1,0,0,1,0.3307267750872646,Moderate
R08857,State Highway,3.63,1,9.02,0,2390.6,6.68,188.89,32.03,1,2,0,0,1,1,0.32833003416644685,Moderate
R08858,Highway,19.53,1,3.27,1,1121.0,14.44,55.91,10.86,3,1,0,0,0,1,0.22722587123722993,Safe
R08859,District Road,6.64,1,4.11,2,394.6,38.67,15.15,18.02,4,4,0,0,0,1,0.1518855709839129,Safe
R08860,District Road,8.86,1,3.85,1,65.6,40.97,112.25,10.74,0,1,0,0,0,1,0.21914606473816678,Safe
R08861,District Road,5.86,0,3.88,0,629.7,24.08,60.23,14.55,2,3,0,0,0,1,0.08054120598575498,Safe
R08862,Village Road,11.8,0,5.34,0,2350.1,22.07,86.27,32.11,1,3,0,1,0,1,0.23627481671521008,Safe
R08863,Village Road,1.64,0,7.79,0,2389.7,26.16,66.0,20.27,5,1,1,0,0,1,0.2770691894926185,Moderate
R08864,District Road,3.42,0,4.03,1,1346.1,9.66,131.13,26.79,1,4,0,0,0,1,0.07033411123656869,Safe
R08865,Highway,15.04,1,11.42,1,1633.6,44.71,66.86,22.1,2,3,0,1,1,1,0.5292805252848565,High
R08866,District Road,4.14,2,10.69,0,2000.0,33.54,28.34,21.84,2,0,0,0,0,1,0.1901498026589703,Safe
R08867,District Road,5.09,1,11.74,2,186.9,10.74,122.01,26.24,3,2,0,0,0,1,0.16225844944561355,Safe
R08868,District Road,15.96,3,3.38,1,967.1,12.25,158.94,20.87,5,1,0,1,0,0,0.4399263066085072,Moderate
R08869,District Road,2.32,2,10.66,2,1623.5,29.18,130.93,10.52,2,2,0,0,0,1,0.23734411032966785,Safe
R08870,State Highway,9.03,3,10.23,1,2250.7,14.53,43.91,30.01,1,3,0,0,1,0,0.3034845927037418,Moderate
R08871,Village Road,0.95,2,11.12,1,1830.7,15.99,84.9,16.84,4,3,0,0,1,1,0.24454096808335063,Safe
R08872,Highway,7.26,1,7.75,3,907.7,35.14,44.85,26.78,1,0,0,0,0,1,0.31493488455532964,Moderate
R08873,District Road,14.13,1,10.09,0,2279.5,12.01,103.74,26.45,1,1,0,0,0,1,0.09330804723407263,Safe
R08874,Highway,2.26,0,3.46,0,1678.3,31.74,94.5,13.62,1,2,0,0,0,1,0.10047742949066954,Safe
R08875,Village Road,17.82,2,3.68,2,2084.1,42.07,67.55,14.12,1,1,0,1,1,0,0.5511043462949207,High
R08876,Highway,18.24,1,4.07,1,994.5,5.59,112.32,21.2,1,1,1,0,0,1,0.42245897101434315,Moderate
R08877,Highway,2.55,1,11.23,3,55.3,6.49,75.76,18.54,2,0,0,0,0,1,0.13045685659313688,Safe
R08878,State Highway,19.82,1,3.55,0,457.1,42.43,158.88,16.83,2,2,1,1,0,1,0.6222576071187419,High
R08879,State Highway,6.3,1,3.9,0,2321.6,9.16,99.76,17.73,4,3,0,0,0,1,0.10478479204529312,Safe
R08880,State Highway,2.14,1,11.37,1,131.2,0.94,121.78,16.36,1,2,0,0,0,1,0.1841606959510093,Safe
R08881,District Road,0.6,1,3.97,0,1510.3,39.08,47.18,12.77,2,1,0,0,0,1,0.11874418567882383,Safe
R08882,District Road,8.47,2,10.83,1,1052.4,12.7,76.86,12.2,5,0,0,0,0,1,0.13040683125011912,Safe
R08883,Highway,12.78,2,10.1,3,1102.5,13.43,66.13,32.0,3,1,0,1,0,0,0.4371930015595414,Moderate
R08884,State Highway,6.98,2,3.36,0,1032.0,10.21,136.14,30.37,1,0,1,1,0,0,0.6307570840524346,High
R08885,Village Road,16.82,2,3.2,1,215.2,41.3,53.86,22.36,4,3,0,0,0,1,0.26814332242571176,Moderate
R08886,District Road,14.47,0,7.81,1,349.7,34.85,116.81,18.0,4,2,1,0,0,1,0.33611590087706184,Moderate
R08887,District Road,7.33,3,11.97,1,204.2,26.86,151.9,27.17,1,1,0,0,0,1,0.26462336052930424,Moderate
R08888,District Road,14.82,0,10.91,0,182.1,20.4,73.76,12.73,0,0,1,0,0,1,0.2597079110161123,Moderate
R08889,State Highway,18.84,2,5.79,0,259.7,6.46,100.12,12.54,2,0,0,0,1,1,0.2581028080446711,Moderate
R08890,Highway,2.32,0,6.48,0,1756.7,41.67,77.55,13.53,2,2,0,0,0,1,0.16328922216472588,Safe
R08891,State Highway,6.47,1,6.49,3,329.8,33.73,61.68,27.3,3,1,1,0,0,1,0.34165242369596227,Moderate
R08892,Village Road,9.53,2,9.61,2,690.7,12.55,37.93,30.54,1,1,0,0,0,1,0.2322054039346909,Safe
R08893,Village Road,10.21,1,6.07,2,1659.5,42.64,130.12,23.41,1,0,0,0,0,1,0.22924336092036895,Safe
R08894,District Road,11.07,1,4.33,0,325.1,42.08,40.88,14.22,2,2,0,1,1,1,0.4682777741873626,Moderate
R08895,Highway,6.36,1,9.72,0,2280.1,29.68,106.76,18.42,2,3,1,0,0,1,0.40385904598071076,Moderate
R08896,Highway,13.51,1,7.12,1,1219.8,44.33,231.95,30.57,2,0,0,0,1,1,0.37160642123130877,Moderate
R08897,State Highway,13.08,0,3.69,2,2409.5,8.43,104.62,22.81,3,4,0,0,0,1,0.10161217514364645,Safe
R08898,District Road,11.77,1,10.11,1,521.7,32.91,118.72,21.28,2,1,0,0,0,1,0.20592004945701006,Safe
R08899,Highway,2.72,0,8.27,1,125.0,6.85,98.26,26.48,2,0,0,1,0,1,0.32973239816690225,Moderate
R08900,Village Road,9.8,1,7.4,1,1496.2,31.13,76.04,18.87,3,0,0,0,0,1,0.12993476107774696,Safe
R08901,State Highway,7.45,0,9.06,0,855.4,41.39,37.97,10.11,2,0,0,0,1,1,0.2218215421645634,Safe
R08902,Village Road,10.08,1,7.55,2,1452.4,24.12,109.37,33.52,4,1,1,0,0,1,0.349891642755361,Moderate
R08903,Village Road,18.48,1,8.84,0,1210.4,34.34,103.86,27.76,3,2,1,1,0,1,0.526600361494995,High
R08904,Village Road,9.87,0,10.81,1,1170.0,6.44,88.19,33.95,3,2,0,0,1,1,0.23785308249991746,Safe
R08905,District Road,0.77,1,8.52,2,2135.4,28.49,124.44,31.25,3,1,0,1,0,1,0.3817322609236309,Moderate
R08906,District Road,9.06,1,8.94,0,520.0,2.84,50.89,19.35,1,2,0,0,0,1,0.05823113610620236,Safe
R08907,District Road,16.5,3,8.52,2,1274.1,1.66,145.84,19.47,5,5,0,0,1,0,0.347213542553253,Moderate
R08908,District Road,15.71,2,7.78,2,1069.2,28.53,94.99,13.61,1,1,1,0,1,0,0.5183362473126409,High
R08909,District Road,10.51,2,4.55,0,1700.7,25.78,116.28,30.18,3,0,0,0,0,1,0.2593387237423306,Moderate
R08910,Village Road,5.37,1,6.02,1,172.8,14.82,32.11,25.49,1,3,0,0,0,1,0.08984534849707516,Safe
R08911,District Road,9.57,1,9.24,1,1347.1,23.08,105.3,16.4,1,0,0,0,0,1,0.19593863328419725,Safe
R08912,Village Road,11.49,0,6.83,0,1222.4,30.8,16.75,34.0,2,1,0,0,1,1,0.2620806940467775,Moderate
R08913,Village Road,20.0,1,6.66,2,2435.3,29.01,42.09,29.2,2,2,0,1,0,1,0.3991823298704596,Moderate
R08914,State Highway,13.06,2,9.83,1,1901.8,3.31,131.52,32.06,0,2,1,0,0,1,0.29722177117736726,Moderate
R08915,Highway,14.04,1,3.05,1,429.7,30.52,77.03,14.35,3,2,0,0,0,1,0.1693448417288889,Safe
R08916,District Road,10.08,1,9.11,2,1297.6,29.68,34.74,24.81,0,3,1,0,0,1,0.31228894484422975,Moderate
R08917,District Road,7.41,0,7.4,0,1970.2,30.13,98.11,34.77,3,1,0,0,0,1,0.1523709373095279,Safe
R08918,Village Road,16.35,0,6.39,2,1335.2,38.13,170.4,18.74,2,0,0,1,1,1,0.5527651652651574,High
R08919,District Road,10.15,0,6.06,2,923.9,25.95,29.67,20.08,5,3,0,0,1,1,0.212805738828312,Safe
R08920,District Road,19.9,1,4.56,0,972.8,42.21,171.51,23.43,1,0,0,1,0,1,0.42718066356416484,Moderate
R08921,District Road,9.41,1,6.01,3,949.2,44.1,10.63,11.11,2,1,0,0,0,1,0.1910421109456338,Safe
R08922,Highway,1.83,1,6.52,1,98.9,33.83,258.58,15.65,2,3,1,1,0,1,0.7159005361791957,High
R08923,District Road,13.81,1,6.94,2,1840.0,16.14,62.72,18.07,1,0,0,0,0,1,0.16151535862011734,Safe
R08924,Village Road,1.41,2,9.05,2,1546.7,6.44,105.36,10.23,1,1,0,1,0,0,0.42585054241616727,Moderate
R08925,State Highway,5.38,2,7.08,1,708.3,36.91,101.66,17.89,2,2,1,1,0,0,0.5262002251333339,High
R08926,District Road,7.4,2,10.17,0,1593.6,6.6,61.74,23.63,3,4,0,0,0,1,0.07392094729038932,Safe
R08927,District Road,14.92,1,8.76,0,806.4,6.58,30.41,10.48,1,0,0,0,0,1,0.04147191652637273,Safe
R08928,State Highway,10.14,1,4.71,0,646.3,41.36,75.4,23.3,1,2,0,0,0,1,0.1500637902235449,Safe
R08929,Highway,1.06,3,5.49,1,1865.8,25.19,81.8,29.99,3,3,1,1,0,0,0.6512573938532695,High
R08930,Village Road,12.53,0,3.71,0,2032.3,13.2,68.8,13.65,5,0,0,0,0,1,0.07081805898635056,Safe
R08931,State Highway,8.52,0,11.51,1,1583.0,43.33,55.54,34.04,2,3,1,0,1,1,0.44841696814482196,Moderate
R08932,State Highway,18.48,1,10.98,0,1971.2,31.83,37.11,20.37,2,2,0,0,0,1,0.18550243843524192,Safe
R08933,State Highway,10.24,1,3.76,0,946.0,24.07,96.5,20.96,2,2,0,0,0,1,0.1833238591739385,Safe
R08934,District Road,14.33,0,8.17,1,225.9,14.83,130.51,22.87,3,3,0,1,0,1,0.4097818716978302,Moderate
R08935,District Road,4.77,2,11.64,1,1532.0,30.45,20.96,19.83,2,1,0,0,1,1,0.24411439374775928,Safe
R08936,District Road,15.34,1,9.72,2,677.1,32.89,41.55,26.31,1,0,0,0,0,1,0.17823931693471126,Safe
R08937,Highway,14.56,1,7.43,0,1954.8,32.04,108.58,14.45,3,6,0,0,0,1,0.12030071426438761,Safe
R08938,Village Road,18.13,1,5.17,0,927.4,8.79,82.65,33.01,2,2,1,0,0,1,0.4078294249948109,Moderate
R08939,State Highway,1.16,1,5.51,3,1693.1,31.38,105.97,31.71,2,2,1,1,0,1,0.6376366237727751,High
R08940,State Highway,9.23,0,9.63,0,1404.5,26.17,30.51,26.12,1,2,0,0,0,1,0.07721450888825912,Safe
R08941,District Road,13.74,0,10.03,2,2052.8,38.25,37.14,29.73,3,0,0,0,0,1,0.18265572361836327,Safe
R08942,State Highway,2.36,0,7.76,1,2089.1,28.11,98.57,27.71,3,2,0,0,0,1,0.14152548480105465,Safe
R08943,Village Road,8.51,2,4.09,0,217.3,6.58,27.22,21.86,2,0,0,0,0,1,0.11693498681162146,Safe
R08944,Village Road,18.87,1,11.4,1,773.0,14.33,76.28,13.89,6,2,1,0,0,1,0.3249884364140545,Moderate
R08945,State Highway,9.0,1,10.6,3,2183.7,33.47,101.69,18.11,1,5,0,0,0,1,0.31687003533930375,Moderate
R08946,Village Road,19.72,1,4.26,2,1039.8,33.3,35.34,32.11,1,1,0,0,0,1,0.23036375809981602,Safe
R08947,Village Road,1.61,1,3.51,2,1311.4,10.02,68.33,26.65,3,4,1,0,0,1,0.38838184587356805,Moderate
R08948,Village Road,14.5,0,7.82,1,499.2,15.96,112.17,31.63,1,0,0,0,0,1,0.11910133262110627,Safe
R08949,State Highway,11.83,0,5.56,1,1404.1,0.69,163.68,31.95,1,1,0,0,1,1,0.25322589031044485,Moderate
R08950,District Road,10.26,2,5.55,1,698.3,14.93,41.68,23.18,2,2,0,0,1,1,0.28840566294888165,Moderate
R08951,State Highway,19.43,1,3.78,1,2081.6,1.19,39.19,20.91,3,1,0,0,0,1,0.06397560574726516,Safe
R08952,Village Road,3.03,1,11.58,3,540.6,39.28,76.06,20.73,3,2,0,0,0,1,0.23091478673715735,Safe
R08953,Highway,17.97,1,10.47,0,931.6,30.0,44.05,21.1,2,0,0,0,0,1,0.1441058867392619,Safe
R08954,District Road,13.98,2,4.02,1,282.9,43.61,10.52,33.65,1,0,0,0,0,1,0.15878240593218507,Safe
R08955,State Highway,5.55,1,10.89,1,1490.6,40.14,78.66,13.76,0,0,0,0,1,1,0.2551971588636405,Moderate
R08956,State Highway,18.08,0,9.15,1,2357.8,27.16,82.92,13.79,2,1,0,1,0,1,0.3888460256078282,Moderate
R08957,District Road,8.87,2,5.93,0,474.2,22.63,334.33,19.68,0,1,1,1,0,0,0.7205810470295869,High
R08958,Village Road,16.38,0,10.84,0,98.4,39.77,59.1,30.05,5,1,0,0,0,1,0.15403016103675124,Safe
R08959,District Road,8.08,0,8.38,1,1085.0,13.43,13.96,31.31,1,3,0,0,0,1,0.11245042743991304,Safe
R08960,Village Road,17.09,0,10.64,2,1883.6,10.06,90.35,30.64,3,3,0,0,0,1,0.14460201976119458,Safe
R08961,State Highway,12.91,2,7.22,1,2439.0,18.45,66.58,24.55,0,0,1,1,0,0,0.5898307007719688,High
R08962,District Road,3.25,2,7.51,1,175.6,2.39,63.25,31.44,1,0,0,0,0,1,0.1539994831255563,Safe
R08963,District Road,13.17,2,5.62,2,1975.6,13.59,28.32,14.82,1,0,0,0,0,1,0.17251355354955025,Safe
R08964,Highway,4.23,3,6.49,2,953.3,3.77,115.48,24.97,0,1,0,0,0,1,0.19411351760170314,Safe
R08965,District Road,8.53,0,8.11,0,426.6,2.37,30.45,18.21,3,3,0,0,0,1,0.06245487279164616,Safe
R08966,District Road,3.82,1,11.52,0,521.1,24.81,123.91,16.83,2,0,0,0,0,1,0.25180634262441537,Moderate
R08967,District Road,0.93,1,8.4,2,2313.5,31.87,231.57,12.49,1,6,1,1,0,1,0.7266415262083445,High
R08968,District Road,4.63,3,4.33,1,2032.9,24.15,52.88,19.12,0,2,0,1,0,0,0.4734577075297497,Moderate
R08969,District Road,10.96,0,3.06,0,813.7,3.18,171.99,10.87,4,1,0,1,0,1,0.370326531890401,Moderate
R08970,Highway,9.89,3,10.66,0,2353.5,17.77,47.04,18.81,0,1,0,0,0,1,0.15583487666721907,Safe
R08971,Highway,10.28,0,6.28,2,307.9,4.99,112.7,21.87,1,1,1,0,0,1,0.3258236525977611,Moderate
R08972,District Road,5.33,2,5.83,2,840.2,29.25,89.01,18.94,1,1,1,0,0,1,0.47886402140055745,Moderate
R08973,State Highway,13.86,1,10.21,3,1649.7,37.19,42.13,29.28,2,0,0,1,0,1,0.44598173042161365,Moderate
R08974,Highway,14.23,2,11.51,1,2498.6,5.25,59.11,17.02,2,0,0,0,0,1,0.08692606248440021,Safe
R08975,District Road,7.48,0,9.73,0,1190.8,3.01,29.25,11.87,0,1,0,0,0,1,0.01186512356042594,Safe
R08976,District Road,17.68,0,4.56,2,2036.3,18.27,27.23,14.98,3,0,0,0,0,1,0.06698366497884375,Safe
R08977,State Highway,13.06,0,6.52,0,2293.9,13.66,52.62,30.5,1,2,0,0,0,1,0.040449592700937606,Safe
R08978,District Road,14.4,1,9.83,1,73.6,11.73,162.54,25.9,3,2,0,0,0,1,0.1568610232260892,Safe
R08979,District Road,5.91,1,11.16,0,757.9,9.51,58.46,24.43,2,3,0,0,1,1,0.22097789037599105,Safe
R08980,State Highway,0.51,3,11.99,1,295.9,14.26,70.56,23.46,5,2,1,0,0,0,0.39783557429037797,Moderate
R08981,Village Road,17.37,1,7.6,2,1951.3,43.44,116.84,28.73,3,1,0,1,0,1,0.44166692811889074,Moderate
R08982,District Road,16.54,0,10.4,1,1439.3,38.6,4.98,14.91,0,4,0,0,0,1,0.19415410935578467,Safe
R08983,District Road,2.9,0,3.42,0,284.1,27.06,64.94,15.24,1,1,1,0,0,1,0.37090786726784175,Moderate
R08984,District Road,7.8,0,5.57,1,1080.8,36.02,233.15,13.26,3,1,1,1,1,1,0.7672962119422926,Critical
R08985,Highway,13.4,2,6.34,1,1309.2,0.66,30.44,18.48,3,5,0,0,0,1,0.15421646566958921,Safe
R08986,District Road,13.22,2,11.78,2,1759.5,5.02,46.1,16.85,2,2,0,1,0,0,0.31481082517272524,Moderate
R08987,State Highway,17.28,3,3.03,2,1959.7,13.16,39.33,32.88,2,0,1,0,0,0,0.3527316364285124,Moderate
